Genetic Algorithm Statistics
============================
Population Size: 100
Number of Generations: 4219
Crossover Rate: 0.70
Mutation Rate: 0.40
Total Time (seconds): 0.77
Final Best Fitness: 0

Best Fitness per Generation:
Generation 1: 230500
Generation 2: 230500
Generation 3: 230500
Generation 4: 230500
Generation 5: 230500
Generation 6: 230500
Generation 7: 230500
Generation 8: 230500
Generation 9: 230500
Generation 10: 230500
Generation 11: 230500
Generation 12: 230500
Generation 13: 230500
Generation 14: 230500
Generation 15: 230500
Generation 16: 230500
Generation 17: 230500
Generation 18: 230500
Generation 19: 210340
Generation 20: 210340
Generation 21: 210340
Generation 22: 210340
Generation 23: 210340
Generation 24: 210340
Generation 25: 210340
Generation 26: 210340
Generation 27: 210340
Generation 28: 210340
Generation 29: 210340
Generation 30: 210340
Generation 31: 210340
Generation 32: 210340
Generation 33: 210340
Generation 34: 210340
Generation 35: 210340
Generation 36: 210340
Generation 37: 210340
Generation 38: 210340
Generation 39: 210340
Generation 40: 210340
Generation 41: 210340
Generation 42: 210340
Generation 43: 210340
Generation 44: 210340
Generation 45: 210340
Generation 46: 210340
Generation 47: 210340
Generation 48: 210340
Generation 49: 210340
Generation 50: 210340
Generation 51: 210340
Generation 52: 210340
Generation 53: 210340
Generation 54: 210340
Generation 55: 210340
Generation 56: 210340
Generation 57: 210340
Generation 58: 210340
Generation 59: 210340
Generation 60: 210340
Generation 61: 210340
Generation 62: 210340
Generation 63: 210340
Generation 64: 210340
Generation 65: 210340
Generation 66: 210340
Generation 67: 210340
Generation 68: 210340
Generation 69: 210340
Generation 70: 210340
Generation 71: 210340
Generation 72: 210340
Generation 73: 210340
Generation 74: 210340
Generation 75: 210340
Generation 76: 210340
Generation 77: 210340
Generation 78: 210340
Generation 79: 210340
Generation 80: 210340
Generation 81: 210340
Generation 82: 210340
Generation 83: 210340
Generation 84: 210340
Generation 85: 210340
Generation 86: 210340
Generation 87: 210340
Generation 88: 210340
Generation 89: 210340
Generation 90: 210340
Generation 91: 210340
Generation 92: 210340
Generation 93: 210340
Generation 94: 210340
Generation 95: 210340
Generation 96: 210340
Generation 97: 210340
Generation 98: 190510
Generation 99: 190510
Generation 100: 190510
Generation 101: 170470
Generation 102: 170470
Generation 103: 170470
Generation 104: 170470
Generation 105: 170470
Generation 106: 170470
Generation 107: 170470
Generation 108: 170470
Generation 109: 170470
Generation 110: 170470
Generation 111: 170470
Generation 112: 170470
Generation 113: 170470
Generation 114: 170470
Generation 115: 170470
Generation 116: 170470
Generation 117: 170470
Generation 118: 170470
Generation 119: 170470
Generation 120: 170470
Generation 121: 170470
Generation 122: 170470
Generation 123: 170470
Generation 124: 170470
Generation 125: 170470
Generation 126: 170470
Generation 127: 170470
Generation 128: 170470
Generation 129: 170470
Generation 130: 170470
Generation 131: 170470
Generation 132: 170470
Generation 133: 170470
Generation 134: 170470
Generation 135: 160420
Generation 136: 160420
Generation 137: 160420
Generation 138: 160420
Generation 139: 160420
Generation 140: 160420
Generation 141: 160420
Generation 142: 160420
Generation 143: 160420
Generation 144: 160420
Generation 145: 160420
Generation 146: 160420
Generation 147: 160420
Generation 148: 160420
Generation 149: 160420
Generation 150: 160420
Generation 151: 160420
Generation 152: 160420
Generation 153: 160420
Generation 154: 160420
Generation 155: 160420
Generation 156: 160420
Generation 157: 160420
Generation 158: 160420
Generation 159: 160420
Generation 160: 160420
Generation 161: 160420
Generation 162: 160420
Generation 163: 160420
Generation 164: 160420
Generation 165: 160420
Generation 166: 160420
Generation 167: 160420
Generation 168: 160420
Generation 169: 160420
Generation 170: 160420
Generation 171: 160420
Generation 172: 160420
Generation 173: 160420
Generation 174: 160420
Generation 175: 160420
Generation 176: 160420
Generation 177: 160420
Generation 178: 160420
Generation 179: 160420
Generation 180: 160420
Generation 181: 160420
Generation 182: 160420
Generation 183: 160420
Generation 184: 160420
Generation 185: 160420
Generation 186: 160420
Generation 187: 160420
Generation 188: 160420
Generation 189: 160420
Generation 190: 160420
Generation 191: 160420
Generation 192: 160420
Generation 193: 160420
Generation 194: 160420
Generation 195: 160420
Generation 196: 160420
Generation 197: 160420
Generation 198: 160420
Generation 199: 160420
Generation 200: 160420
Generation 201: 160420
Generation 202: 160420
Generation 203: 160420
Generation 204: 160420
Generation 205: 160420
Generation 206: 160420
Generation 207: 160420
Generation 208: 160420
Generation 209: 160420
Generation 210: 160420
Generation 211: 160420
Generation 212: 160420
Generation 213: 160420
Generation 214: 160420
Generation 215: 160420
Generation 216: 160420
Generation 217: 160420
Generation 218: 160420
Generation 219: 160420
Generation 220: 160420
Generation 221: 160420
Generation 222: 160420
Generation 223: 160420
Generation 224: 160420
Generation 225: 160420
Generation 226: 140540
Generation 227: 140540
Generation 228: 140540
Generation 229: 140540
Generation 230: 140540
Generation 231: 140540
Generation 232: 140540
Generation 233: 140540
Generation 234: 140540
Generation 235: 140540
Generation 236: 140540
Generation 237: 140450
Generation 238: 140450
Generation 239: 140450
Generation 240: 140450
Generation 241: 140450
Generation 242: 140450
Generation 243: 140450
Generation 244: 140450
Generation 245: 140450
Generation 246: 140450
Generation 247: 140450
Generation 248: 140450
Generation 249: 140450
Generation 250: 140450
Generation 251: 140450
Generation 252: 140450
Generation 253: 140450
Generation 254: 140450
Generation 255: 140450
Generation 256: 140450
Generation 257: 140450
Generation 258: 140450
Generation 259: 140450
Generation 260: 140450
Generation 261: 140450
Generation 262: 140450
Generation 263: 140450
Generation 264: 140450
Generation 265: 140450
Generation 266: 140450
Generation 267: 140450
Generation 268: 140450
Generation 269: 140450
Generation 270: 140450
Generation 271: 140450
Generation 272: 140450
Generation 273: 140450
Generation 274: 140450
Generation 275: 140450
Generation 276: 140450
Generation 277: 140450
Generation 278: 140450
Generation 279: 140450
Generation 280: 140450
Generation 281: 140450
Generation 282: 140450
Generation 283: 140450
Generation 284: 140450
Generation 285: 140450
Generation 286: 140450
Generation 287: 140450
Generation 288: 140450
Generation 289: 140450
Generation 290: 140450
Generation 291: 140450
Generation 292: 140450
Generation 293: 140450
Generation 294: 140450
Generation 295: 140450
Generation 296: 140450
Generation 297: 140450
Generation 298: 140450
Generation 299: 140450
Generation 300: 140450
Generation 301: 140450
Generation 302: 140450
Generation 303: 140450
Generation 304: 140450
Generation 305: 140450
Generation 306: 140450
Generation 307: 140450
Generation 308: 140450
Generation 309: 140450
Generation 310: 140450
Generation 311: 140450
Generation 312: 140450
Generation 313: 140450
Generation 314: 140450
Generation 315: 140450
Generation 316: 140450
Generation 317: 140450
Generation 318: 140450
Generation 319: 140450
Generation 320: 140450
Generation 321: 140450
Generation 322: 140450
Generation 323: 140450
Generation 324: 140450
Generation 325: 140450
Generation 326: 130550
Generation 327: 130550
Generation 328: 130550
Generation 329: 130550
Generation 330: 130550
Generation 331: 130550
Generation 332: 130550
Generation 333: 130550
Generation 334: 130550
Generation 335: 130550
Generation 336: 130550
Generation 337: 130460
Generation 338: 130460
Generation 339: 130460
Generation 340: 130460
Generation 341: 130460
Generation 342: 130460
Generation 343: 130460
Generation 344: 130460
Generation 345: 130460
Generation 346: 130460
Generation 347: 130460
Generation 348: 130460
Generation 349: 100490
Generation 350: 100490
Generation 351: 100490
Generation 352: 100490
Generation 353: 100490
Generation 354: 100490
Generation 355: 100490
Generation 356: 100490
Generation 357: 100490
Generation 358: 100490
Generation 359: 100490
Generation 360: 100490
Generation 361: 100490
Generation 362: 100490
Generation 363: 100490
Generation 364: 100490
Generation 365: 100490
Generation 366: 100490
Generation 367: 100490
Generation 368: 100490
Generation 369: 100490
Generation 370: 100490
Generation 371: 100490
Generation 372: 100490
Generation 373: 100490
Generation 374: 100490
Generation 375: 100490
Generation 376: 100490
Generation 377: 100490
Generation 378: 100490
Generation 379: 100490
Generation 380: 100490
Generation 381: 100490
Generation 382: 100490
Generation 383: 100490
Generation 384: 100490
Generation 385: 100490
Generation 386: 100490
Generation 387: 100490
Generation 388: 100490
Generation 389: 100490
Generation 390: 100490
Generation 391: 100490
Generation 392: 100490
Generation 393: 100490
Generation 394: 100490
Generation 395: 100490
Generation 396: 100490
Generation 397: 100490
Generation 398: 100490
Generation 399: 100490
Generation 400: 100490
Generation 401: 100490
Generation 402: 100490
Generation 403: 100490
Generation 404: 100490
Generation 405: 100490
Generation 406: 100490
Generation 407: 100490
Generation 408: 100490
Generation 409: 100490
Generation 410: 100490
Generation 411: 100490
Generation 412: 100490
Generation 413: 100490
Generation 414: 100490
Generation 415: 100490
Generation 416: 100490
Generation 417: 100490
Generation 418: 100490
Generation 419: 100490
Generation 420: 100490
Generation 421: 100490
Generation 422: 100490
Generation 423: 100490
Generation 424: 100490
Generation 425: 100490
Generation 426: 100490
Generation 427: 100490
Generation 428: 100490
Generation 429: 100490
Generation 430: 100490
Generation 431: 100490
Generation 432: 100490
Generation 433: 100490
Generation 434: 100490
Generation 435: 100490
Generation 436: 100490
Generation 437: 100490
Generation 438: 100430
Generation 439: 100430
Generation 440: 100430
Generation 441: 100430
Generation 442: 100430
Generation 443: 100430
Generation 444: 100430
Generation 445: 100430
Generation 446: 100430
Generation 447: 100430
Generation 448: 100430
Generation 449: 100430
Generation 450: 90470
Generation 451: 90470
Generation 452: 90470
Generation 453: 90470
Generation 454: 90470
Generation 455: 90470
Generation 456: 90470
Generation 457: 90470
Generation 458: 90470
Generation 459: 90470
Generation 460: 90470
Generation 461: 90470
Generation 462: 90470
Generation 463: 90470
Generation 464: 90470
Generation 465: 90470
Generation 466: 90470
Generation 467: 60470
Generation 468: 60470
Generation 469: 60470
Generation 470: 60470
Generation 471: 60470
Generation 472: 60470
Generation 473: 60470
Generation 474: 60470
Generation 475: 60470
Generation 476: 60470
Generation 477: 60470
Generation 478: 60470
Generation 479: 60470
Generation 480: 60470
Generation 481: 60470
Generation 482: 60470
Generation 483: 60470
Generation 484: 60470
Generation 485: 60470
Generation 486: 60470
Generation 487: 60470
Generation 488: 60470
Generation 489: 60470
Generation 490: 60470
Generation 491: 60470
Generation 492: 60470
Generation 493: 60470
Generation 494: 60470
Generation 495: 60470
Generation 496: 60470
Generation 497: 60470
Generation 498: 60470
Generation 499: 60470
Generation 500: 60470
Generation 501: 60470
Generation 502: 60470
Generation 503: 60470
Generation 504: 60470
Generation 505: 60470
Generation 506: 60470
Generation 507: 60470
Generation 508: 60470
Generation 509: 60470
Generation 510: 60470
Generation 511: 60470
Generation 512: 60470
Generation 513: 60470
Generation 514: 60470
Generation 515: 60470
Generation 516: 60470
Generation 517: 60470
Generation 518: 60470
Generation 519: 60470
Generation 520: 60470
Generation 521: 60470
Generation 522: 60470
Generation 523: 60470
Generation 524: 60470
Generation 525: 60470
Generation 526: 60470
Generation 527: 60470
Generation 528: 60470
Generation 529: 60470
Generation 530: 60470
Generation 531: 60470
Generation 532: 60470
Generation 533: 60470
Generation 534: 60470
Generation 535: 60470
Generation 536: 60470
Generation 537: 60470
Generation 538: 60470
Generation 539: 60470
Generation 540: 60470
Generation 541: 60470
Generation 542: 60470
Generation 543: 60470
Generation 544: 60470
Generation 545: 60470
Generation 546: 60470
Generation 547: 60470
Generation 548: 60470
Generation 549: 60470
Generation 550: 60410
Generation 551: 60410
Generation 552: 60410
Generation 553: 60410
Generation 554: 60410
Generation 555: 60410
Generation 556: 60410
Generation 557: 60410
Generation 558: 60410
Generation 559: 60410
Generation 560: 60410
Generation 561: 60410
Generation 562: 40510
Generation 563: 40510
Generation 564: 40510
Generation 565: 40510
Generation 566: 40510
Generation 567: 40510
Generation 568: 40510
Generation 569: 40510
Generation 570: 40510
Generation 571: 40510
Generation 572: 40510
Generation 573: 40510
Generation 574: 40510
Generation 575: 40510
Generation 576: 40510
Generation 577: 40510
Generation 578: 40510
