Day,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00
Monday,----,----,----,----,----,----,UCCM1353 (TUTORIAL) - Ms Lim Shun Jinn,----,----,----
Tuesday,----,----,----,----,----,----,----,----,----,UCCM1363 (TUTORIAL) - Ms Song Poh Choo
Wednesday,----,----,----,----,----,----,----,----,UCCM1363 (TUTORIAL) - Ms Song Poh Choo,----
Thursday,----,UCCM1353 (TUTORIAL) - Ms Lim Shun Jinn,----,----,----,----,----,----,----,----
Friday,----,UCCM1353 (TUTORIAL) - Ms Lim Shun Jinn,----,UCCM1353 (TUTORIAL) - Ms Lim Shun Jinn,Prayer,Prayer,----,----,----,----
