Genetic Algorithm Statistics
============================
Population Size: 100
Number of Generations: 5623
Crossover Rate: 0.70
Mutation Rate: 0.40
Total Time (seconds): 1.05
Final Best Fitness: 0

Best Fitness per Generation:
Generation 1: 210690
Generation 2: 210690
Generation 3: 210690
Generation 4: 210690
Generation 5: 210690
Generation 6: 210690
Generation 7: 210690
Generation 8: 210690
Generation 9: 210690
Generation 10: 210690
Generation 11: 210690
Generation 12: 210690
Generation 13: 210690
Generation 14: 210690
Generation 15: 210690
Generation 16: 210690
Generation 17: 210690
Generation 18: 210690
Generation 19: 210690
Generation 20: 210690
Generation 21: 210690
Generation 22: 210690
Generation 23: 210690
Generation 24: 210690
Generation 25: 210690
Generation 26: 210690
Generation 27: 210690
Generation 28: 210690
Generation 29: 210690
Generation 30: 210690
Generation 31: 210690
Generation 32: 210690
Generation 33: 210690
Generation 34: 210690
Generation 35: 210690
Generation 36: 210690
Generation 37: 210690
Generation 38: 210690
Generation 39: 210690
Generation 40: 210690
Generation 41: 210690
Generation 42: 210690
Generation 43: 210690
Generation 44: 210690
Generation 45: 210690
Generation 46: 210690
Generation 47: 210690
Generation 48: 210690
Generation 49: 210690
Generation 50: 210690
Generation 51: 210690
Generation 52: 210690
Generation 53: 210690
Generation 54: 210690
Generation 55: 210690
Generation 56: 210690
Generation 57: 210690
Generation 58: 210690
Generation 59: 210690
Generation 60: 210690
Generation 61: 210690
Generation 62: 210690
Generation 63: 210690
Generation 64: 210690
Generation 65: 210690
Generation 66: 210690
Generation 67: 210690
Generation 68: 210690
Generation 69: 210690
Generation 70: 210690
Generation 71: 210690
Generation 72: 210690
Generation 73: 210690
Generation 74: 210690
Generation 75: 210690
Generation 76: 210690
Generation 77: 190470
Generation 78: 190470
Generation 79: 190470
Generation 80: 190470
Generation 81: 190470
Generation 82: 190470
Generation 83: 190470
Generation 84: 190470
Generation 85: 190470
Generation 86: 190470
Generation 87: 190470
Generation 88: 190470
Generation 89: 190470
Generation 90: 190470
Generation 91: 190470
Generation 92: 190470
Generation 93: 190470
Generation 94: 190470
Generation 95: 190470
Generation 96: 190470
Generation 97: 190470
Generation 98: 190470
Generation 99: 190470
Generation 100: 190470
Generation 101: 190470
Generation 102: 190470
Generation 103: 190470
Generation 104: 190470
Generation 105: 190470
Generation 106: 190470
Generation 107: 190470
Generation 108: 190470
Generation 109: 190470
Generation 110: 190470
Generation 111: 190470
Generation 112: 180480
Generation 113: 180480
Generation 114: 180480
Generation 115: 180480
Generation 116: 180480
Generation 117: 180480
Generation 118: 180480
Generation 119: 180480
Generation 120: 180480
Generation 121: 180480
Generation 122: 180480
Generation 123: 180480
Generation 124: 180480
Generation 125: 180480
Generation 126: 180480
Generation 127: 180480
Generation 128: 180480
Generation 129: 180480
Generation 130: 180480
Generation 131: 180480
Generation 132: 180480
Generation 133: 180480
Generation 134: 180480
Generation 135: 180480
Generation 136: 180480
Generation 137: 180480
Generation 138: 180480
Generation 139: 180480
Generation 140: 180480
Generation 141: 180480
Generation 142: 180480
Generation 143: 180480
Generation 144: 180480
Generation 145: 180480
Generation 146: 180480
Generation 147: 180480
Generation 148: 180480
Generation 149: 180480
Generation 150: 180480
Generation 151: 180480
Generation 152: 180480
Generation 153: 180480
Generation 154: 180480
Generation 155: 180480
Generation 156: 180480
Generation 157: 180480
Generation 158: 180480
Generation 159: 180480
Generation 160: 180480
Generation 161: 180480
Generation 162: 180480
Generation 163: 180480
Generation 164: 180480
Generation 165: 180480
Generation 166: 180480
Generation 167: 180480
Generation 168: 180480
Generation 169: 180480
Generation 170: 180480
Generation 171: 180480
Generation 172: 180480
Generation 173: 180480
Generation 174: 180480
Generation 175: 180480
Generation 176: 180480
Generation 177: 180480
Generation 178: 180480
Generation 179: 180480
Generation 180: 180480
Generation 181: 180480
Generation 182: 180480
Generation 183: 180480
Generation 184: 180480
Generation 185: 180480
Generation 186: 180480
Generation 187: 180480
Generation 188: 180480
Generation 189: 180480
Generation 190: 180480
Generation 191: 180480
Generation 192: 180480
Generation 193: 180480
Generation 194: 180480
Generation 195: 180480
Generation 196: 180480
Generation 197: 180480
Generation 198: 180480
Generation 199: 180480
Generation 200: 180480
Generation 201: 180480
Generation 202: 180480
Generation 203: 180480
Generation 204: 180480
Generation 205: 180480
Generation 206: 180480
Generation 207: 180480
Generation 208: 180480
Generation 209: 180480
Generation 210: 180480
Generation 211: 180480
Generation 212: 180480
Generation 213: 180480
Generation 214: 180480
Generation 215: 180480
Generation 216: 180480
Generation 217: 180480
Generation 218: 180480
Generation 219: 180480
Generation 220: 180480
Generation 221: 180480
Generation 222: 180480
Generation 223: 180480
Generation 224: 180480
Generation 225: 180480
Generation 226: 180480
Generation 227: 180480
Generation 228: 160730
Generation 229: 160730
Generation 230: 160730
Generation 231: 160730
Generation 232: 160730
Generation 233: 160730
Generation 234: 160730
Generation 235: 160730
Generation 236: 160730
Generation 237: 160730
Generation 238: 160730
Generation 239: 160730
Generation 240: 160730
Generation 241: 160730
Generation 242: 160730
Generation 243: 160730
Generation 244: 160730
Generation 245: 160730
Generation 246: 160730
Generation 247: 160530
Generation 248: 160530
Generation 249: 160530
Generation 250: 160530
Generation 251: 160530
Generation 252: 160530
Generation 253: 160530
Generation 254: 160530
Generation 255: 160530
Generation 256: 160530
Generation 257: 160530
Generation 258: 160530
Generation 259: 160530
Generation 260: 160530
Generation 261: 160530
Generation 262: 160530
Generation 263: 160530
Generation 264: 160530
Generation 265: 160530
Generation 266: 160530
Generation 267: 160530
Generation 268: 160530
Generation 269: 160530
Generation 270: 160530
Generation 271: 160530
Generation 272: 160530
Generation 273: 160530
Generation 274: 160530
Generation 275: 160530
Generation 276: 160530
Generation 277: 160530
Generation 278: 160530
Generation 279: 160530
Generation 280: 160530
Generation 281: 160530
Generation 282: 160530
Generation 283: 160530
Generation 284: 160530
Generation 285: 160530
Generation 286: 160530
Generation 287: 160530
Generation 288: 160530
Generation 289: 160530
Generation 290: 160530
Generation 291: 160530
Generation 292: 160530
Generation 293: 160530
Generation 294: 160530
Generation 295: 160530
Generation 296: 160530
Generation 297: 160530
Generation 298: 160530
Generation 299: 160530
Generation 300: 160530
Generation 301: 160530
Generation 302: 160530
Generation 303: 160530
Generation 304: 160530
Generation 305: 160530
Generation 306: 160530
Generation 307: 160530
Generation 308: 160530
Generation 309: 160530
Generation 310: 160530
Generation 311: 160530
Generation 312: 160530
Generation 313: 160530
Generation 314: 160530
Generation 315: 160530
Generation 316: 160530
Generation 317: 160530
Generation 318: 160530
Generation 319: 160530
Generation 320: 160530
Generation 321: 160530
Generation 322: 160530
Generation 323: 160530
Generation 324: 160530
Generation 325: 160530
Generation 326: 160530
Generation 327: 160530
Generation 328: 160530
Generation 329: 160530
Generation 330: 160530
Generation 331: 160530
Generation 332: 160530
Generation 333: 160530
Generation 334: 160530
Generation 335: 160530
Generation 336: 160530
Generation 337: 160530
Generation 338: 160530
Generation 339: 160530
Generation 340: 160530
Generation 341: 160530
Generation 342: 160530
Generation 343: 160530
Generation 344: 160530
Generation 345: 160530
Generation 346: 160530
Generation 347: 160530
Generation 348: 160530
Generation 349: 160530
Generation 350: 160530
Generation 351: 160530
Generation 352: 160530
Generation 353: 160530
Generation 354: 160440
Generation 355: 160440
Generation 356: 160440
Generation 357: 160440
Generation 358: 160440
Generation 359: 151040
Generation 360: 151040
Generation 361: 151040
Generation 362: 151040
Generation 363: 151040
Generation 364: 151040
Generation 365: 151040
Generation 366: 151040
Generation 367: 151040
Generation 368: 151040
Generation 369: 151040
Generation 370: 151040
Generation 371: 151040
Generation 372: 151040
Generation 373: 151040
Generation 374: 151040
Generation 375: 151040
Generation 376: 151040
Generation 377: 151040
Generation 378: 151040
Generation 379: 151040
Generation 380: 151040
Generation 381: 151040
Generation 382: 151040
Generation 383: 151040
Generation 384: 151040
Generation 385: 151040
Generation 386: 151040
Generation 387: 151040
Generation 388: 151040
Generation 389: 151040
Generation 390: 151040
Generation 391: 151040
Generation 392: 151040
Generation 393: 151040
Generation 394: 151040
Generation 395: 151040
Generation 396: 151040
Generation 397: 151040
Generation 398: 151040
Generation 399: 151040
Generation 400: 151040
Generation 401: 140480
Generation 402: 140480
Generation 403: 140480
Generation 404: 140480
Generation 405: 140480
Generation 406: 140480
Generation 407: 140480
Generation 408: 140480
Generation 409: 140480
Generation 410: 140480
Generation 411: 140480
Generation 412: 140480
Generation 413: 140480
Generation 414: 140480
Generation 415: 140480
Generation 416: 140480
Generation 417: 140480
Generation 418: 140480
Generation 419: 140480
Generation 420: 140480
Generation 421: 140480
Generation 422: 140480
Generation 423: 140480
Generation 424: 140480
Generation 425: 140480
Generation 426: 140480
Generation 427: 140480
Generation 428: 140480
Generation 429: 140480
Generation 430: 140480
Generation 431: 140480
Generation 432: 140480
Generation 433: 140480
Generation 434: 140480
Generation 435: 140480
Generation 436: 140480
Generation 437: 140480
Generation 438: 140480
Generation 439: 140480
Generation 440: 140480
Generation 441: 140480
Generation 442: 140480
Generation 443: 140480
Generation 444: 140480
Generation 445: 140480
Generation 446: 140480
Generation 447: 140480
Generation 448: 140480
Generation 449: 140480
Generation 450: 140480
Generation 451: 140480
Generation 452: 140480
Generation 453: 140480
Generation 454: 140480
Generation 455: 140480
Generation 456: 140480
Generation 457: 140480
Generation 458: 140480
Generation 459: 140480
Generation 460: 140480
Generation 461: 140480
Generation 462: 140480
Generation 463: 140480
Generation 464: 140480
Generation 465: 140480
Generation 466: 140480
Generation 467: 140480
Generation 468: 140480
Generation 469: 140480
Generation 470: 140480
Generation 471: 140480
Generation 472: 140480
Generation 473: 140480
Generation 474: 140480
Generation 475: 140480
Generation 476: 140480
Generation 477: 140480
Generation 478: 140480
Generation 479: 140480
Generation 480: 140480
Generation 481: 140480
Generation 482: 140480
Generation 483: 140480
Generation 484: 140480
Generation 485: 140480
Generation 486: 140480
Generation 487: 140480
Generation 488: 140480
Generation 489: 140480
Generation 490: 140480
Generation 491: 120520
Generation 492: 120520
Generation 493: 120520
Generation 494: 120520
Generation 495: 120520
Generation 496: 120520
Generation 497: 120520
Generation 498: 120520
Generation 499: 120520
Generation 500: 120520
Generation 501: 120520
Generation 502: 120520
Generation 503: 120520
Generation 504: 120520
Generation 505: 120520
Generation 506: 120520
Generation 507: 120520
Generation 508: 120520
Generation 509: 120520
Generation 510: 120520
Generation 511: 120520
Generation 512: 120520
Generation 513: 120520
Generation 514: 120520
Generation 515: 110520
Generation 516: 110520
Generation 517: 110520
Generation 518: 80590
Generation 519: 80590
Generation 520: 80590
Generation 521: 80590
Generation 522: 80590
Generation 523: 80590
Generation 524: 80590
Generation 525: 80590
Generation 526: 80590
Generation 527: 80590
Generation 528: 80590
Generation 529: 80590
Generation 530: 80590
Generation 531: 80590
Generation 532: 80590
Generation 533: 80590
Generation 534: 80590
Generation 535: 80590
Generation 536: 80590
Generation 537: 80590
Generation 538: 80590
Generation 539: 80590
Generation 540: 80590
Generation 541: 80590
Generation 542: 80590
Generation 543: 80590
Generation 544: 80590
Generation 545: 80590
Generation 546: 80590
Generation 547: 80590
Generation 548: 80590
Generation 549: 80590
Generation 550: 80590
Generation 551: 80590
Generation 552: 80590
Generation 553: 80590
Generation 554: 80590
Generation 555: 80590
Generation 556: 80590
Generation 557: 80590
Generation 558: 80590
Generation 559: 80590
Generation 560: 80590
Generation 561: 80590
Generation 562: 80590
Generation 563: 80590
Generation 564: 80590
Generation 565: 80590
Generation 566: 80590
Generation 567: 80590
Generation 568: 80590
Generation 569: 80590
Generation 570: 80590
Generation 571: 80590
Generation 572: 80590
Generation 573: 80590
Generation 574: 80590
Generation 575: 80590
Generation 576: 80590
Generation 577: 80590
Generation 578: 80590
